"236","ученые","title"
"11","МФТИ","title"
"13","МКС","title"
"9","Naked","title"
"14","отправили","title"
"191","МФТИ","title"
"12","МКС","title"
"14","ученые","title"
"12","отправили","title"
"38","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"38","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"40","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"38","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"36","Супеерклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"38","Супекерклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"6","МФТИ","title"
"114","МФТИ","title"
"16","ученые","title"
"9","ученыек","title"
"9","ученые","title"
"8","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"9","Обсидиановые ножи стали доказательством демографического взрыва неолита","title"
"8","ученые","title"
"6","МФТИ","title"
"6","МКС","title"
"120","МФТИ","title"
"14","ученые","title"
"21","ученые","title"
"113","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"124","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"115","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"119","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"41","ученые","title"
"83","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"79","Ученыffе выявили роль префронтальной коры в принятии рискованных решений","title"
"12","ученые","title"
"90","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"54","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"390","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"241","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"275","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"214","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"201","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"241","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"233","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"200","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"255","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"202","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"32","Ученые выявили роль ","title"
"33","Ученые выявили роль ","title"
"31","Ученые выявили роль ","title"
"28","Ученые выявили роль ","title"
"32","Ученые выявили роль ","title"
"302","Ученые выявили роль ","title"
"47","Ученые выявили роль ","title"
"28","Ученые выявили роль ","title"
"28","Ученые выявили роль ","title"
"33","Ученые выявили роль ","title"
"338","МФТИ","title"
"14","МКС","title"
"13","отправили","title"
"27","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"13","ученые","title"
"15","Ученые","title"
"161","Ученыеj","title"
"134","Суперклетки поглощают","title"
"126","МФТИ","title"
"7","ученые","title"
"7","Суперклетки поглощают","title"
"281","ученые","title"
"1894","ученые","title"
"16","ученыеr","title"
"25","ученые","title"
"165","ученые","title"
"12","ученыек","title"
"193","Ученые","title"
"131","Ученые","title"
"37","ученые","title"
"16","ученые","title"
"15","ученые","title"
"15","ученые","title"
"13","ученые","title"
"12","ученые","title"
"12","ученые","title"
"11","ученые","title"
"11","ученые","title"
"10","ученые","title"
"13","ученые","title"
"19","ученые","title"
"15","ученые","title"
"9","МФТИ","title"
"11","МГ","title"
"451","Начавшиеся проигрыши в азартных играх значительно повысили риск сам","title"
"29","Начавшиеся","title"
"28","тарифы","title"
"25","тарифы","title"
"31","играх","title"
"28","играх","title"
"16","играх","title"
"27","играх","title"
"31","играх","title"
"19","играх","title"
"19","ИИ","title"
"18","ИИ","title"
"19","МГППУ","title"
"61","В МГППУ изучили квазидвижения","title"
"74","В МГППУ изучили квазидвижения","title"
"9","5G","title"
"8","5G","title"
"11","5","title"
"8","5","title"
"6","5G","title"
"7","5Gf","title"
"7","5G","title"
"9","tesla","title"
"9","tesla","title"
"9","tes","title"
"11","Tesla","title"
"12","Tesla","title"
"7","Tesl","title"
"8","Tes","title"
"8","Te","title"
"10","T","title"
"10","tesla","title"
"182","Станции Tesla впервые начали заряжать электромобили других производителей","title"
"186","Станции Tesla впервые начали заряжать электромобили других производителей","title"
"116","ученые","title"
"67","Немецкие ученые назвали основные признаки наличия сознания у животных","title"
"8","ученые","title"
"10","ученые","title"
"11","Немецкие","title"
"49","Немецкие ученые назвали основные признаки наличия сознания у животных","title"
"48","немецкие ученые назвали основные признаки наличия сознания у животных","title"
"48","немецкиек ученые назвали основные признаки наличия сознания у животных","title"
"87","ученые","title"
"7","МГППУ","title"
"21","кошек","title"
"18","собак","title"
"170","ученые","title"
"139","ученые","title"
"155","ученые","title"
"15","ученые","title"
"14","ученые","title"
"7","МФТИ","title"
"9","МФТИ","title"
"288","Суперклетки поглощают чужие гены и заставляют их работать себе на благо","title"
"182","Суперклетddvки поглощают чужие гены и заставляют их работать себе на благо","title"
"151","Суперклетdvки поглощают чужие гены и заставляют их работать себе на благо","title"
"15","ученые","title"
"11","МФТИ","title"
"13","Тюм","title"
"153","В ТюмГУ предложили меры по росту социальной активности на удаленных","title"
"18"," выявили роль","title"
"16","ученые","title"
"15","ученые","title"
"15","ученые","title"
"13","ученые","title"
"15","ученые","title"
"15","ученые","title"
"15","ученые","title"
"14","ученые","title"
"7","МФТИ","title"
"6","МКС","title"
"8","МФТИ","title"
"107","МФТИ","title"
"8","МФТИ","title"
"187","Ученые выявили роль префронтальной коры в принятии рискованных решений","title"
"20","Ученые выявили","title"
"11","ученые","title"
"8","МФТИ","title"
"8","МФТИ","title"
"7","МФТИ","title"
"86","МФТИ","title"
"89","МФТИ","title"
"282","Многочисленные дружеские связи улучшили здоровье кишечника","title"
"278","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"266","Lufthansaк показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"237","Lufthansa показаккла новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"260","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"236","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"231","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"236","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"249","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"226","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"232","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"247","Lufthansa показала новый люкс первого класса с двуспальной кроватью и закрывающейся дверью","title"
"12","Lufthansa","title"
"12","Lufthansaа","title"
"11","Lufthansa","title"
"13","Lufthans","title"
"10","Lufthan","title"
"9","Luftha","title"
"8","Luft","title"
"8","Lu","title"
"12","L","title"
"159","L","title"
"17","L","title"
"12","l","title"
"68","Нейросеть Stable Diffusion научили","title"
"70","Нейросетьdd Stable Diffusion научили","title"
"73","Нейросетьпп Stable Diffusion научили","title"
"74","Нейросеаать Stable Diffusion научили","title"
"72","Нейросеть Stable Diffusion научили","title"
"59","Нейросеть Stableу Diffusion научили","title"
"56","Нейросеть Stableу Diffusion научили","title"
"56","Нейросеть Stableув Diffusion научили","title"
"55","Нейросеть Stablee Diffusion научили","title"
"106","ТюмГУ","title"
"13","ученые","title"
"15","В России","title"
"14","Lufthansa","title"
"13","Lufthansa показ","title"
"12","Lufthansa показала","title"
"12","Lufthansa показала","title"
"14","показала","title"
"11","новый люкс","title"
"163","новый люкс","title"
"16","новый люк","title"
"14","класса","title"
"10","класа","title"
"104","ученые","title"
"147","ученые","title"
"15","ученые","title"
"14","ученые","title"
"17","ученые","title"
"19","ученые","title"
"17","ученые","title"
"14","ученые","title"
"14","ученые","title"
"15","ученые","title"
"16","ученые","title"
"14","ученые","title"
"14","ученые","title"
"16","ученые","title"
"14","ученые","title"
"11","Lufthansa","title"
"20","Lufthansa показала","title"
"21","Lufthansa показала","title"
"21","Lufthansa показала","title"
"22","Lufthansa показала","title"
"26","Lufthansa показала люкс","title"
"29","Lufthansa показала новый","title"
"28","Lufthansa показала новый","title"
"9","люкс","title"
"11","люкс","title"
"97","Немецкие","title"
"8","ученые","title"
"14","Китайские","title"
"19","Генетики впервые изучили ДНК чернобыльских собак","title"
"20","Генетики впервые изучили ДНК чернобыльских собак","title"
"28","Генетики впервые изучили ДНК чернобыльских собак","title"
"23","Генетики","title"
"8","Генетик","title"
"7","Генети","title"
"6","Генет","title"
"20","Генетики впервые изучили ДНК чернобыльских собак","title"
"20","Генетики впервые изучили ДНК чернобыльских собак","title"
"14","Генетики впервые изучили ДНК","title"
"11","изучили ДНК","title"
"6","ДНК","title"
"4","ДН","title"
"7","ДНКк","title"
"149","ДНКк","title"
"13","ученые","title"
"7","ДНК","title"
"7","ДНКк","title"
"7","ДНК","title"
"16","Генетики впервые изучили ДНК чернобыльских собак","title"
"14","Генетики впервые изучили ДНК чернобыльских собак","title"
"7","Naked","title"
"14","Невесомость изменила мозговые связи у космонавтов","title"
"10","Невесомость","title"
"10","изменила","title"
"8","изменилаа","title"
"11","изменилаап","title"
"16","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"15","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"15","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"17","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"15","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"19","О пыльце в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"15","О пыльцеd в ноздрях помпейцев, в московском воздухе и в криминалистике","title"
"14","Генетики впервые изучили ДНК чернобыльских собак","title"
"16","Генетики впервые изучили ДНК чернобыльских собак","title"
"14","Генетики впервые изучили ДНК чернобыльских","title"
"11","мозговые связи у космонавтов","title"
"16","Генетики впервые изучили ДНК чернобыльских собак","title"
"10","Генетики впервые","title"
"144","Генетики впервые","title"
"195","Генетики впервые","title"
"147","Генетики впервые","title"
"7","генетики","title"
"8","генетикиа","title"
"8","генетикиаа","title"
"12","МГПУ","title"
"13","МГПУ","title"
"8","аншлак","title"
"9","аншлак","title"
"109","Армения","title"
"55","Армения","title"
"206","ученымм","title"
"13","ученымм","title"
"13","ученым","title"
"12","ученымм","title"
"13","ученыммм","title"
"10","ученымммм","title"
"12","учееным","title"
"12","гинераторы","title"
"12","гинератор","title"
"14","генерааторы","title"
"25","генераторы","title"
"15","генераторы","title"
"32","генератор","title"
"13","генераторр","title"
"121","генераторр","title"
"19","генераторр","title"
"15","null","title"
"13","гаджет","title"
"129",,"title"
"8","null","title"
"7","null","title"
"7","null","title"
"9",,"title"
"10",,"title"
"6","null","title"
"6","null","title"
"10",,"title"
"9",,"title"
"10","генераторы","title"
"10","генераторыы","title"
"9","генераторыыываау","title"
"7",,"title"
"8","генератор","title"
"6",,"title"
"6",,"title"
"8",,"title"
"171","генератор","title"
"10","генератор","title"
"9","генератор","title"
"9","генераторр","title"
"10","генераторр","title"
"9","генераторр","title"
"10",,"title"
"243","генератор","title"
"18","генератор","title"
"18","генератор","title"
"19","генератор","title"
"20","генератор","title"
"130","генератор","title"
"84","генератор","title"
"7","генераторр","title"
"7","генератор","title"
"7","генераторы","title"
"11",,"title"
"12","генератор","title"
"11","генератор","title"
"80","генератор","title"
"121","генератор","title"
"131","генератор","title"
"106","генератор","title"
"87","генератор","title"
"7","генератор","title"
"13",,"title"
"10",,"title"
"227","генератор","title"
"18","генератор","title"
